Event,Actual,Prior,Freq.,Date,Time,Surv(M),Std Dev,nn-surprise,Surprise,DateTime
Initial Jobless Claims,218.0,217k,W,2018-08-02,07:30:00,220.0,3.94,-2.0,-0.1390687848245137,2018-08-02 07:30:00
Change in Nonfarm Payrolls,157.0,213k,M,2018-08-03,07:30:00,193.0,14.84,-36.0,-0.6154378571663361,2018-08-03 07:30:00
Unemployment Rate,0.039,0.04,M,2018-08-03,07:30:00,0.039,0.04,0.0,0.0,2018-08-03 07:30:00
Initial Jobless Claims,213.0,218k,W,2018-08-09,07:30:00,220.0,3.63,-7.0,-0.4876148283275654,2018-08-09 07:30:00
PPI Ex Food and Energy MoM,0.001,0.003,M,2018-08-09,07:30:00,0.002,0.07,-0.001,-0.004898428805217564,2018-08-09 07:30:00
CPI Ex Food and Energy YoY,0.024,0.023,M,2018-08-10,07:30:00,0.023,0.05,0.0010000000000000009,0.003974519616506902,2018-08-10 07:30:00
Retail Sales Ex Auto and Gas,0.006,0.003,M,2018-08-15,07:30:00,0.004,0.12,0.002,0.004185904656931774,2018-08-15 07:30:00
Industrial Production MoM,0.001,0.006,M,2018-08-15,08:15:00,0.003,0.15,-0.002,-0.009793845685301799,2018-08-15 08:15:00
Initial Jobless Claims,212.0,213k,W,2018-08-16,07:30:00,215.0,2.65,-3.0,-0.2094306797431924,2018-08-16 07:30:00
Housing Starts MoM,0.009,-0.123,M,2018-08-16,07:30:00,0.074,2.45,-0.065,-0.12351815199725646,2018-08-16 07:30:00
U. of Mich. Sentiment,95.3,97.9,M,2018-08-17,09:00:00,98.0,0.75,-2.700000000000003,-1.212261833116817,2018-08-17 09:00:00
Initial Jobless Claims,210.0,212k,W,2018-08-23,07:30:00,215.0,3.37,-5.0,-0.3497581555664306,2018-08-23 07:30:00
GDP Annualized QoQ,0.042,0.041,Q,2018-08-29,07:30:00,0.04,0.07,0.0020000000000000018,0.37967880008368793,2018-08-29 07:30:00
Initial Jobless Claims,213.0,210k,W,2018-08-30,07:30:00,212.0,2.71,1.0,0.07010495323658662,2018-08-30 07:30:00
U. of Mich. Sentiment,96.2,95.3,M,2018-08-31,09:00:00,95.5,0.43,0.7000000000000028,0.31695384828081874,2018-08-31 09:00:00
ISM Manufacturing,61.3,58.1,M,2018-09-04,09:00:00,57.6,0.68,3.6999999999999957,2.3300231010742634,2018-09-04 09:00:00
Initial Jobless Claims,203.0,213k,W,2018-09-06,07:30:00,213.0,2.98,-10.0,-0.7019532385707111,2018-09-06 07:30:00
Change in Nonfarm Payrolls,201.0,157k,M,2018-09-07,07:30:00,190.0,17.91,11.0,0.18975353223503832,2018-09-07 07:30:00
Unemployment Rate,0.039,0.039,M,2018-09-07,07:30:00,0.038,0.05,0.0010000000000000009,0.004944620683512962,2018-09-07 07:30:00
PPI Ex Food and Energy MoM,-0.001,0.001,M,2018-09-12,07:30:00,0.002,0.05,-0.003,-0.014835465963939596,2018-09-12 07:30:00
CPI Ex Food and Energy YoY,0.022,0.024,M,2018-09-13,07:30:00,0.024,0.05,-0.0020000000000000018,-0.008024529688806875,2018-09-13 07:30:00
Initial Jobless Claims,204.0,203k,W,2018-09-13,07:30:00,210.0,3.98,-6.0,-0.42198270132228594,2018-09-13 07:30:00
Retail Sales Ex Auto and Gas,0.002,0.006,M,2018-09-14,07:30:00,0.005,0.12,-0.003,-0.006335537130520818,2018-09-14 07:30:00
Industrial Production MoM,0.004,0.001,M,2018-09-14,08:15:00,0.003,0.19,0.001,0.004943852293630383,2018-09-14 08:15:00
U. of Mich. Sentiment,100.8,96.2,M,2018-09-14,09:00:00,96.6,0.94,4.200000000000003,1.8560612585504397,2018-09-14 09:00:00
Housing Starts MoM,0.092,0.009,M,2018-09-19,07:30:00,0.057,2.01,0.034999999999999996,0.06713243107919269,2018-09-19 07:30:00
Initial Jobless Claims,201.0,204k,W,2018-09-20,07:30:00,210.0,3.07,-9.0,-0.6339148417714566,2018-09-20 07:30:00
GDP Annualized QoQ,0.042,0.042,Q,2018-09-27,07:30:00,0.042,0.09,0.0,0.0,2018-09-27 07:30:00
Initial Jobless Claims,214.0,201k,W,2018-09-27,07:30:00,210.0,9.36,4.0,0.2822947567985254,2018-09-27 07:30:00
U. of Mich. Sentiment,100.1,100.8,M,2018-09-28,09:00:00,100.6,0.56,-0.5,-0.22299421798979308,2018-09-28 09:00:00
ISM Manufacturing,59.8,61.3,M,2018-10-01,09:00:00,60.0,0.93,-0.20000000000000284,-0.12702609222755115,2018-10-01 09:00:00
Initial Jobless Claims,207.0,214k,W,2018-10-04,07:30:00,215.0,4.85,-8.0,-0.5655229276005302,2018-10-04 07:30:00
Change in Nonfarm Payrolls,134.0,201k,M,2018-10-05,07:30:00,185.0,20.53,-51.0,-0.8827907441500439,2018-10-05 07:30:00
Unemployment Rate,0.037,0.039,M,2018-10-05,07:30:00,0.038,0.04,-0.0010000000000000009,-0.004991919499967151,2018-10-05 07:30:00
PPI Ex Food and Energy MoM,0.002,-0.001,M,2018-10-10,07:30:00,0.002,0.06,0.0,0.0,2018-10-10 07:30:00
CPI Ex Food and Energy YoY,0.022,0.022,M,2018-10-11,07:30:00,0.023,0.05,-0.0010000000000000009,-0.004050422857262334,2018-10-11 07:30:00
Initial Jobless Claims,214.0,207k,W,2018-10-11,07:30:00,207.0,3.9,7.0,0.49559811715123575,2018-10-11 07:30:00
U. of Mich. Sentiment,99.0,100.1,M,2018-10-12,09:00:00,100.5,1.09,-1.5,-0.6726698580002288,2018-10-12 09:00:00
Retail Sales Ex Auto and Gas,0.0,0.002,M,2018-10-15,07:30:00,0.003,0.1,-0.003,-0.006392812094592749,2018-10-15 07:30:00
Industrial Production MoM,0.003,0.004,M,2018-10-16,08:15:00,0.002,0.15,0.001,0.004991240060065923,2018-10-16 08:15:00
Housing Starts MoM,-0.053,0.092,M,2018-10-17,07:30:00,-0.056,2.1,0.0030000000000000027,0.005806710860528094,2018-10-17 07:30:00
Initial Jobless Claims,210.0,214k,W,2018-10-18,07:30:00,211.0,5.37,-1.0,-0.07095716358576962,2018-10-18 07:30:00
Initial Jobless Claims,215.0,210k,W,2018-10-25,07:30:00,215.0,5.16,0.0,0.0,2018-10-25 07:30:00
GDP Annualized QoQ,0.035,0.042,Q,2018-10-26,07:30:00,0.033,0.33,0.0020000000000000018,0.4009518916332476,2018-10-26 07:30:00
U. of Mich. Sentiment,98.6,99,M,2018-10-26,09:00:00,99.0,0.68,-0.4000000000000057,-0.18106857082346847,2018-10-26 09:00:00
Initial Jobless Claims,214.0,215k,W,2018-11-01,07:30:00,212.0,2.37,2.0,0.1425328771286561,2018-11-01 07:30:00
ISM Manufacturing,57.7,59.8,M,2018-11-01,09:00:00,59.0,0.61,-1.2999999999999972,-0.8253853906635802,2018-11-01 09:00:00
Change in Nonfarm Payrolls,250.0,134k,M,2018-11-02,07:30:00,200.0,26.78,50.0,0.8666492050464898,2018-11-02 07:30:00
Unemployment Rate,0.037,0.037,M,2018-11-02,07:30:00,0.037,0.05,0.0,0.0,2018-11-02 07:30:00
Initial Jobless Claims,214.0,214k,W,2018-11-08,07:30:00,214.0,4.08,0.0,0.0,2018-11-08 07:30:00
PPI Ex Food and Energy MoM,0.005,0.002,M,2018-11-09,07:30:00,0.002,0.06,0.003,0.015121287330256587,2018-11-09 07:30:00
U. of Mich. Sentiment,98.3,98.6,M,2018-11-09,09:00:00,98.0,0.84,0.29999999999999716,0.13708432779048393,2018-11-09 09:00:00
CPI Ex Food and Energy YoY,0.021,0.022,M,2018-11-14,07:30:00,0.022,0.05,-0.0009999999999999974,-0.004088956577472324,2018-11-14 07:30:00
Retail Sales Ex Auto and Gas,0.003,0,M,2018-11-15,07:30:00,0.004,0.1,-0.001,-0.002150272523082083,2018-11-15 07:30:00
Initial Jobless Claims,216.0,214k,W,2018-11-15,07:30:00,213.0,4.23,3.0,0.21471544121318611,2018-11-15 07:30:00
Industrial Production MoM,0.001,0.003,M,2018-11-16,08:15:00,0.002,0.17,-0.001,-0.005038995715841554,2018-11-16 08:15:00
Housing Starts MoM,0.015,-0.053,M,2018-11-20,07:30:00,0.022,1.73,-0.006999999999999999,-0.013671536490795338,2018-11-20 07:30:00
Initial Jobless Claims,224.0,216k,W,2018-11-21,07:30:00,215.0,3.59,9.0,0.6448848258644587,2018-11-21 07:30:00
U. of Mich. Sentiment,97.5,98.3,M,2018-11-21,09:00:00,98.3,0.32,-0.7999999999999972,-0.36867417147713893,2018-11-21 09:00:00
GDP Annualized QoQ,0.035,0.035,Q,2018-11-28,07:30:00,0.035,0.1,0.0,0.0,2018-11-28 07:30:00
Initial Jobless Claims,234.0,224k,W,2018-11-29,07:30:00,220.0,6.26,14.0,1.0029269467644797,2018-11-29 07:30:00
ISM Manufacturing,59.3,57.7,M,2018-12-03,09:00:00,57.5,0.6,1.7999999999999972,1.144264418522388,2018-12-03 09:00:00
Initial Jobless Claims,231.0,234k,W,2018-12-06,07:30:00,225.0,6.24,6.0,0.43056609131935386,2018-12-06 07:30:00
Change in Nonfarm Payrolls,155.0,250k,M,2018-12-07,07:30:00,198.0,15.77,-43.0,-0.7492563078970713,2018-12-07 07:30:00
Unemployment Rate,0.037,0.037,M,2018-12-07,07:30:00,0.037,0.05,0.0,0.0,2018-12-07 07:30:00
U. of Mich. Sentiment,97.5,97.5,M,2018-12-07,09:00:00,97.0,0.67,0.5,0.23251050262777948,2018-12-07 09:00:00
PPI Ex Food and Energy MoM,0.003,0.005,M,2018-12-11,07:30:00,0.001,0.08,0.002,0.010177577805767184,2018-12-11 07:30:00
CPI Ex Food and Energy YoY,0.022,0.021,M,2018-12-12,07:30:00,0.022,0.04,0.0,0.0,2018-12-12 07:30:00
Initial Jobless Claims,206.0,231k,W,2018-12-13,07:30:00,226.0,5.42,-20.0,-1.4323132520983686,2018-12-13 07:30:00
Retail Sales Ex Auto and Gas,0.005,0.003,M,2018-12-14,07:30:00,0.004,0.18,0.001,0.0021698523490954937,2018-12-14 07:30:00
Industrial Production MoM,0.006,0.001,M,2018-12-14,08:15:00,0.003,0.14,0.003,0.015262200339439357,2018-12-14 08:15:00
Housing Starts MoM,0.032,0.015,M,2018-12-18,07:30:00,-0.002,1.6,0.034,0.06702766870679414,2018-12-18 07:30:00
Initial Jobless Claims,214.0,206k,W,2018-12-20,07:30:00,215.0,6.4,-1.0,-0.07177487354734907,2018-12-20 07:30:00
GDP Annualized QoQ,0.034,0.035,Q,2018-12-21,07:30:00,0.035,0.04,-0.0010000000000000009,-0.21196912967953122,2018-12-21 07:30:00
U. of Mich. Sentiment,98.3,97.5,M,2018-12-21,09:00:00,97.4,0.54,0.8999999999999915,0.42181453679014685,2018-12-21 09:00:00
Initial Jobless Claims,216.0,214k,W,2018-12-27,07:30:00,216.0,3.95,0.0,0.0,2018-12-27 07:30:00
Initial Jobless Claims,231.0,216k,W,2019-01-03,07:30:00,220.0,5.82,11.0,0.7917967759478306,2019-01-03 07:30:00
ISM Manufacturing,54.1,59.3,M,2019-01-03,09:00:00,57.5,0.93,-3.3999999999999986,-2.0757965802501506,2019-01-03 09:00:00
Change in Nonfarm Payrolls,312.0,155k,M,2019-01-04,07:30:00,184.0,14.79,128.0,2.1477143883610696,2019-01-04 07:30:00
Unemployment Rate,0.039,0.037,M,2019-01-04,07:30:00,0.037,0.06,0.0020000000000000018,0.01027369621557856,2019-01-04 07:30:00
Initial Jobless Claims,216.0,231k,W,2019-01-10,07:30:00,226.0,8.18,-10.0,-0.7206968184068091,2019-01-10 07:30:00
CPI Ex Food and Energy YoY,0.022,0.022,M,2019-01-11,07:30:00,0.022,0.05,0.0,0.0,2019-01-11 07:30:00
PPI Ex Food and Energy MoM,-0.001,0.003,M,2019-01-15,07:30:00,0.002,0.08,-0.003,-0.015412102939745716,2019-01-15 07:30:00
Initial Jobless Claims,213.0,216k,W,2019-01-17,07:30:00,220.0,7.68,-7.0,-0.5053796408025231,2019-01-17 07:30:00
Industrial Production MoM,0.003,0.006,M,2019-01-18,08:15:00,0.002,0.23,0.001,0.0051361892207931045,2019-01-18 08:15:00
U. of Mich. Sentiment,90.7,98.3,M,2019-01-18,09:00:00,96.8,1.24,-6.099999999999994,-2.6896821863402445,2019-01-18 09:00:00
Initial Jobless Claims,199.0,213k,W,2019-01-24,07:30:00,218.0,6.53,-19.0,-1.3695436356117348,2019-01-24 07:30:00
Initial Jobless Claims,253.0,199k,W,2019-01-31,07:30:00,215.0,12.11,38.0,2.698973803329911,2019-01-31 07:30:00
Change in Nonfarm Payrolls,304.0,312k,M,2019-02-01,07:30:00,165.0,36.5,139.0,2.2408253791617136,2019-02-01 07:30:00
Unemployment Rate,0.04,0.039,M,2019-02-01,07:30:00,0.039,0.09,0.0010000000000000009,0.0051861200938269824,2019-02-01 07:30:00
ISM Manufacturing,56.6,54.1,M,2019-02-01,09:00:00,54.0,0.7,2.6000000000000014,1.572984322514421,2019-02-01 09:00:00
U. of Mich. Sentiment,91.2,90.7,M,2019-02-01,09:00:00,90.7,1.17,0.5,0.22243394010788586,2019-02-01 09:00:00
Initial Jobless Claims,234.0,253k,W,2019-02-07,07:30:00,221.0,7.64,13.0,0.923477907376696,2019-02-07 07:30:00
CPI Ex Food and Energy YoY,0.022,0.022,M,2019-02-13,07:30:00,0.021,0.05,0.0009999999999999974,0.004207007289459033,2019-02-13 07:30:00
PPI Ex Food and Energy MoM,0.003,-0.001,M,2019-02-14,07:30:00,0.002,0.05,0.001,0.005186631493974744,2019-02-14 07:30:00
Initial Jobless Claims,239.0,234k,W,2019-02-14,07:30:00,225.0,5.17,14.0,0.9943777417166574,2019-02-14 07:30:00
Retail Sales Ex Auto and Gas,-0.014,0.005,M,2019-02-14,07:30:00,0.004,0.14,-0.018000000000000002,-0.03940543931602302,2019-02-14 07:30:00
Industrial Production MoM,-0.006,0.003,M,2019-02-15,08:15:00,0.001,0.19,-0.007,-0.0362950130044652,2019-02-15 08:15:00
U. of Mich. Sentiment,95.5,91.2,M,2019-02-15,09:00:00,93.7,1.58,1.7999999999999972,0.8030152072237093,2019-02-15 09:00:00
Initial Jobless Claims,216.0,239k,W,2019-02-21,07:30:00,228.0,5.12,-12.0,-0.8529661855734993,2019-02-21 07:30:00
Housing Starts MoM,-0.112,0.032,M,2019-02-26,07:30:00,-0.001,1.57,-0.111,-0.2205071963002027,2019-02-26 07:30:00
Initial Jobless Claims,225.0,216k,W,2019-02-28,07:30:00,220.0,4.75,5.0,0.35607036485860544,2019-02-28 07:30:00
GDP Annualized QoQ,0.026,0.034,Q,2019-02-28,07:30:00,0.022,0.33,0.004,0.858313444799595,2019-02-28 07:30:00
ISM Manufacturing,54.2,56.6,M,2019-03-01,09:00:00,55.8,1.09,-1.5999999999999943,-0.9654375123977774,2019-03-01 09:00:00
U. of Mich. Sentiment,93.8,95.5,M,2019-03-01,09:00:00,95.9,0.71,-2.1000000000000085,-0.9388718872913927,2019-03-01 09:00:00
Initial Jobless Claims,223.0,225k,W,2019-03-07,07:30:00,225.0,4.81,-2.0,-0.14274148728746425,2019-03-07 07:30:00
Housing Starts MoM,0.186,-0.112,M,2019-03-08,07:30:00,0.109,4.29,0.077,0.15443471884337232,2019-03-08 07:30:00
Change in Nonfarm Payrolls,20.0,304k,M,2019-03-08,07:30:00,180.0,27.43,-160.0,-2.4544060992936236,2019-03-08 07:30:00
Unemployment Rate,0.038,0.04,M,2019-03-08,07:30:00,0.039,0.07,-0.0010000000000000009,-0.005235774020827416,2019-03-08 07:30:00
Retail Sales Ex Auto and Gas,0.012,-0.014,M,2019-03-11,07:30:00,0.006,0.27,0.006,0.013255733771485829,2019-03-11 07:30:00
CPI Ex Food and Energy YoY,0.021,0.022,M,2019-03-12,07:30:00,0.022,0.05,-0.0009999999999999974,-0.004247078139704434,2019-03-12 07:30:00
PPI Ex Food and Energy MoM,0.001,0.003,M,2019-03-13,07:30:00,0.002,0.08,-0.001,-0.0052362758649531545,2019-03-13 07:30:00
Initial Jobless Claims,229.0,223k,W,2019-03-14,07:30:00,225.0,4.06,4.0,0.2860516244356503,2019-03-14 07:30:00
Industrial Production MoM,0.001,-0.006,M,2019-03-15,08:15:00,0.004,0.25,-0.003,-0.015703632265659,2019-03-15 08:15:00
U. of Mich. Sentiment,97.8,93.8,M,2019-03-15,09:00:00,95.6,0.89,2.200000000000003,0.9831889635509627,2019-03-15 09:00:00
Initial Jobless Claims,221.0,229k,W,2019-03-21,07:30:00,225.0,2.89,-4.0,-0.2866486670040347,2019-03-21 07:30:00
Housing Starts MoM,-0.087,0.186,M,2019-03-26,07:30:00,-0.016,3.16,-0.071,-0.14358771718180455,2019-03-26 07:30:00
GDP Annualized QoQ,0.022,0.026,Q,2019-03-28,07:30:00,0.023,0.21,-0.0010000000000000009,-0.22030927434732717,2019-03-28 07:30:00
Initial Jobless Claims,211.0,221k,W,2019-03-28,07:30:00,220.0,3.79,-9.0,-0.6458697765106499,2019-03-28 07:30:00
U. of Mich. Sentiment,98.4,97.8,M,2019-03-29,09:00:00,97.8,0.59,0.6000000000000085,0.2705007698447822,2019-03-29 09:00:00
Retail Sales Ex Auto and Gas,-0.006,0.012,M,2019-04-01,07:30:00,0.003,0.19,-0.009000000000000001,-0.020063321197558482,2019-04-01 07:30:00
ISM Manufacturing,55.3,54.2,M,2019-04-01,09:00:00,54.5,0.69,0.7999999999999972,0.4869199212968865,2019-04-01 09:00:00
Initial Jobless Claims,202.0,211k,W,2019-04-04,07:30:00,215.0,3.11,-13.0,-0.9333613038733961,2019-04-04 07:30:00
Change in Nonfarm Payrolls,196.0,20k,M,2019-04-05,07:30:00,177.0,26.97,19.0,0.2939908819147108,2019-04-05 07:30:00
Unemployment Rate,0.038,0.038,M,2019-04-05,07:30:00,0.038,0.05,0.0,0.0,2019-04-05 07:30:00
CPI Ex Food and Energy YoY,0.02,0.021,M,2019-04-10,07:30:00,0.021,0.05,-0.0010000000000000009,-0.004287542883333352,2019-04-10 07:30:00
PPI Ex Food and Energy MoM,0.003,0.001,M,2019-04-11,07:30:00,0.002,0.06,0.001,0.00528650681449542,2019-04-11 07:30:00
Initial Jobless Claims,196.0,202k,W,2019-04-11,07:30:00,210.0,3.72,-14.0,-1.005351126421691,2019-04-11 07:30:00
U. of Mich. Sentiment,96.9,98.4,M,2019-04-12,09:00:00,98.2,0.98,-1.2999999999999972,-0.5900595950185129,2019-04-12 09:00:00
Industrial Production MoM,-0.001,0.001,M,2019-04-16,08:15:00,0.002,0.14,-0.003,-0.015853715019357836,2019-04-16 08:15:00
Retail Sales Ex Auto and Gas,0.009,-0.006,M,2019-04-18,07:30:00,0.004,0.2,0.004999999999999999,0.011248762210904187,2019-04-18 07:30:00
Initial Jobless Claims,192.0,196k,W,2019-04-18,07:30:00,205.0,5.9,-13.0,-0.9340067225182019,2019-04-18 07:30:00
Housing Starts MoM,-0.003,-0.087,M,2019-04-19,07:30:00,0.054,2.88,-0.057,-0.11626079478815066,2019-04-19 07:30:00
Initial Jobless Claims,230.0,192k,W,2019-04-25,07:30:00,200.0,8.41,30.0,2.137305557601223,2019-04-25 07:30:00
GDP Annualized QoQ,0.032,0.022,Q,2019-04-26,07:30:00,0.023,0.4,0.009000000000000001,1.869333011624855,2019-04-26 07:30:00
U. of Mich. Sentiment,97.2,96.9,M,2019-04-26,09:00:00,97.0,0.34,0.20000000000000284,0.0916413522851666,2019-04-26 09:00:00
ISM Manufacturing,52.8,55.3,M,2019-05-01,09:00:00,55.0,0.64,-2.200000000000003,-1.324093561812849,2019-05-01 09:00:00
Initial Jobless Claims,230.0,230k,W,2019-05-02,07:30:00,215.0,8.58,15.0,1.0681195866257986,2019-05-02 07:30:00
Change in Nonfarm Payrolls,263.0,196k,M,2019-05-03,07:30:00,190.0,24.07,73.0,1.1264642421145457,2019-05-03 07:30:00
Unemployment Rate,0.036,0.038,M,2019-05-03,07:30:00,0.038,0.05,-0.0020000000000000018,-0.01067307780358533,2019-05-03 07:30:00
PPI Ex Food and Energy MoM,0.001,0.003,M,2019-05-09,07:30:00,0.002,0.06,-0.001,-0.005337125640016653,2019-05-09 07:30:00
Initial Jobless Claims,228.0,230k,W,2019-05-09,07:30:00,220.0,5.9,8.0,0.570465719051323,2019-05-09 07:30:00
CPI Ex Food and Energy YoY,0.021,0.02,M,2019-05-10,07:30:00,0.021,0.08,0.0,0.0,2019-05-10 07:30:00
Retail Sales Ex Auto and Gas,-0.002,0.009,M,2019-05-15,07:30:00,0.003,0.12,-0.005,-0.011351165593196738,2019-05-15 07:30:00
Industrial Production MoM,-0.005,-0.001,M,2019-05-15,08:15:00,0.0,0.2,-0.005,-0.026674838764076173,2019-05-15 08:15:00
Housing Starts MoM,0.057,-0.003,M,2019-05-16,07:30:00,0.062,2.32,-0.0049999999999999975,-0.010291666446549818,2019-05-16 07:30:00
Initial Jobless Claims,212.0,228k,W,2019-05-16,07:30:00,220.0,5.1,-8.0,-0.5713738605196508,2019-05-16 07:30:00
U. of Mich. Sentiment,102.4,97.2,M,2019-05-17,09:00:00,97.2,1,5.200000000000003,2.283604818236389,2019-05-17 09:00:00
Initial Jobless Claims,211.0,212k,W,2019-05-23,07:30:00,215.0,4.05,-4.0,-0.28628357610218824,2019-05-23 07:30:00
GDP Annualized QoQ,0.031,0.032,Q,2019-05-30,07:30:00,0.03,0.13,0.0010000000000000009,0.21378393942082152,2019-05-30 07:30:00
Initial Jobless Claims,215.0,211k,W,2019-05-30,07:30:00,214.0,4.2,1.0,0.07172813205781248,2019-05-30 07:30:00
U. of Mich. Sentiment,100.0,102.4,M,2019-05-31,09:00:00,101.5,0.93,-1.5,-0.6623746626163831,2019-05-31 09:00:00
ISM Manufacturing,52.1,52.8,M,2019-06-03,09:00:00,53.0,0.8,-0.8999999999999986,-0.5445586230551037,2019-06-03 09:00:00
Initial Jobless Claims,218.0,215k,W,2019-06-06,07:30:00,215.0,3.51,3.0,0.21563229161585626,2019-06-06 07:30:00
Change in Nonfarm Payrolls,75.0,263k,M,2019-06-07,07:30:00,175.0,28.02,-100.0,-1.5246558346970496,2019-06-07 07:30:00
Unemployment Rate,0.036,0.036,M,2019-06-07,07:30:00,0.036,0.06,0.0,0.0,2019-06-07 07:30:00
PPI Ex Food and Energy MoM,0.002,0.001,M,2019-06-11,07:30:00,0.002,0.07,0.0,0.0,2019-06-11 07:30:00
CPI Ex Food and Energy YoY,0.02,0.021,M,2019-06-12,07:30:00,0.021,0.06,-0.0010000000000000009,-0.004369710598087048,2019-06-12 07:30:00
Initial Jobless Claims,222.0,218k,W,2019-06-13,07:30:00,215.0,2.72,7.0,0.5039357863399644,2019-06-13 07:30:00
Retail Sales Ex Auto and Gas,0.005,-0.002,M,2019-06-14,07:30:00,0.004,0.17,0.001,0.0022910642340790047,2019-06-14 07:30:00
Industrial Production MoM,0.004,-0.005,M,2019-06-14,08:15:00,0.002,0.16,0.002,0.010772474397003356,2019-06-14 08:15:00
U. of Mich. Sentiment,97.9,100,M,2019-06-14,09:00:00,98.0,1.34,-0.09999999999999432,-0.0445849008968247,2019-06-14 09:00:00
Housing Starts MoM,-0.009,0.057,M,2019-06-18,07:30:00,0.003,1.76,-0.012,-0.02492474289170831,2019-06-18 07:30:00
Initial Jobless Claims,216.0,222k,W,2019-06-20,07:30:00,220.0,3.62,-4.0,-0.2885631483538331,2019-06-20 07:30:00
GDP Annualized QoQ,0.031,0.031,Q,2019-06-27,07:30:00,0.032,0.11,-0.0010000000000000009,-0.21913910177169932,2019-06-27 07:30:00
Initial Jobless Claims,227.0,216k,W,2019-06-27,07:30:00,220.0,2.97,7.0,0.5057813494248856,2019-06-27 07:30:00
U. of Mich. Sentiment,98.2,97.9,M,2019-06-28,09:00:00,97.9,0.67,0.29999999999999716,0.1350232982697809,2019-06-28 09:00:00
ISM Manufacturing,51.7,52.1,M,2019-07-01,09:00:00,51.0,0.72,0.7000000000000028,0.4272911405262705,2019-07-01 09:00:00
Initial Jobless Claims,221.0,227k,W,2019-07-03,07:30:00,223.0,3.21,-2.0,-0.14482647369740742,2019-07-03 07:30:00
Change in Nonfarm Payrolls,224.0,75k,M,2019-07-05,07:30:00,160.0,22.45,64.0,0.9759575024659495,2019-07-05 07:30:00
Unemployment Rate,0.037,0.036,M,2019-07-05,07:30:00,0.036,0.04,0.0010000000000000009,0.005439440353384919,2019-07-05 07:30:00
CPI Ex Food and Energy YoY,0.021,0.02,M,2019-07-11,07:30:00,0.02,0.05,0.0010000000000000009,0.004411463134054089,2019-07-11 07:30:00
Initial Jobless Claims,209.0,221k,W,2019-07-11,07:30:00,221.0,3.46,-12.0,-0.8695573054589841,2019-07-11 07:30:00
PPI Ex Food and Energy MoM,0.003,0.002,M,2019-07-12,07:30:00,0.002,0.08,0.001,0.005440008816779861,2019-07-12 07:30:00
Retail Sales Ex Auto and Gas,0.007,0.005,M,2019-07-16,07:30:00,0.003,0.16,0.004,0.009248703317205636,2019-07-16 07:30:00
Industrial Production MoM,0.0,0.004,M,2019-07-16,08:15:00,0.001,0.15,-0.001,-0.005437859201166094,2019-07-16 08:15:00
Housing Starts MoM,-0.009,-0.009,M,2019-07-17,07:30:00,-0.007,1.52,-0.001999999999999999,-0.004192350587213204,2019-07-17 07:30:00
Initial Jobless Claims,216.0,209k,W,2019-07-18,07:30:00,216.0,5.78,0.0,0.0,2019-07-18 07:30:00
U. of Mich. Sentiment,98.4,98.2,M,2019-07-19,09:00:00,98.8,0.78,-0.3999999999999915,-0.18172059661918666,2019-07-19 09:00:00
Initial Jobless Claims,206.0,216k,W,2019-07-25,07:30:00,218.0,3.97,-12.0,-0.8720921798972479,2019-07-25 07:30:00
GDP Annualized QoQ,0.021,0.031,Q,2019-07-26,07:30:00,0.018,0.32,0.0030000000000000027,0.672362124773165,2019-07-26 07:30:00
Initial Jobless Claims,215.0,206k,W,2019-08-01,07:30:00,214.0,4.41,1.0,0.07283386254152817,2019-08-01 07:30:00
ISM Manufacturing,51.2,51.7,M,2019-08-01,09:00:00,52.0,0.73,-0.7999999999999972,-0.49128197250811545,2019-08-01 09:00:00
Change in Nonfarm Payrolls,164.0,224k,M,2019-08-02,07:30:00,165.0,22.08,-1.0,-0.015396850878386145,2019-08-02 07:30:00
Unemployment Rate,0.037,0.037,M,2019-08-02,07:30:00,0.036,0.05,0.0010000000000000009,0.0054916698419529945,2019-08-02 07:30:00
U. of Mich. Sentiment,98.4,98.4,M,2019-08-02,09:00:00,98.5,0.61,-0.09999999999999432,-0.04586903454496994,2019-08-02 09:00:00
Initial Jobless Claims,209.0,215k,W,2019-08-08,07:30:00,215.0,3.38,-6.0,-0.43782420239838965,2019-08-08 07:30:00
PPI Ex Food and Energy MoM,-0.001,0.003,M,2019-08-09,07:30:00,0.001,0.06,-0.002,-0.0109841349767147,2019-08-09 07:30:00
CPI Ex Food and Energy YoY,0.022,0.021,M,2019-08-13,07:30:00,0.021,0.05,0.0009999999999999974,0.004453624706434062,2019-08-13 07:30:00
Retail Sales Ex Auto and Gas,0.009,0.007,M,2019-08-15,07:30:00,0.005,0.11,0.003999999999999999,0.009334012491466075,2019-08-15 07:30:00
Initial Jobless Claims,220.0,209k,W,2019-08-15,07:30:00,212.0,3.45,8.0,0.5845564296777177,2019-08-15 07:30:00
Industrial Production MoM,-0.002,0,M,2019-08-15,08:15:00,0.001,0.2,-0.003,-0.016469614769302993,2019-08-15 08:15:00
Housing Starts MoM,-0.04,-0.009,M,2019-08-16,07:30:00,0.002,1.93,-0.042,-0.08881372028381916,2019-08-16 07:30:00
U. of Mich. Sentiment,92.1,98.4,M,2019-08-16,09:00:00,97.0,1.07,-4.900000000000006,-2.169923186862211,2019-08-16 09:00:00
Initial Jobless Claims,209.0,220k,W,2019-08-22,07:30:00,216.0,2.86,-7.0,-0.5123740999016502,2019-08-22 07:30:00
